Institute,Academic Program Name,Quota,Seat Type,Gender,OR1,CR1,OR2,CR2,OR3,CR3,OR4,CR4,OR5,CR5,OR6,CR6,Index
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,471,471,12017,12417,2764,3293,965,965,854,923,260,260,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4195,5663,1621,4009,4220,6287,4179,6311,1223,1223,797,903,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),2002,2002,3398,6460,204,204,5350,8120,143,143,1437,1877,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6588,8628,685,1085,1444,1960,854,923,1440,2357,2061,3782,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5663,5663,2226,2226,1940,3554,1223,1223,3786,4058,265,1238,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13340,19830,1291,3004,514,826,143,143,85,85,2048,2048,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),22701,24755,760,4000,965,965,1440,2357,838,1297,110,110,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,755,755,139,139,4179,6311,3786,4058,1643,1907,257,361,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3088,3106,353,454,5350,7227,85,85,275,277,3309,7103,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4493,4493,575,575,854,923,838,1297,2776,5519,8868,9011,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5937,7307,599,870,1223,1223,1643,1907,3830,8593,209,209,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7340,7340,896,1599,143,143,275,277,260,260,1075,1179,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2841,3901,65,65,1440,2357,2776,5511,745,806,1517,2790,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4978,4978,350,719,3786,4058,3830,8593,1437,1868,3173,3173,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,848,1035,424,1002,85,85,260,260,2061,3782,1385,1638,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16710,23939,34,78,838,1297,745,806,265,1238,2277,2277,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),26747,33458,81,81,1643,1907,1437,1861,2048,2048,333,333,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16688,21487,5,5,275,277,2061,3782,110,110,6033,7047,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),18238,18238,889,2285,2776,5511,265,1214,257,361,10800,10816,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6325,7313,3030,3605,3830,8318,2048,2048,3309,6697,967,967,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9676,10201,111,111,260,260,110,110,8868,9011,1819,1819,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,486,486,282,344,745,806,257,361,209,209,1882,1927,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),483,483,50,50,1437,1861,3309,6697,940,958,3738,3738,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3258,5411,432,727,2061,3782,8171,8868,1517,2790,137,137,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5219,5896,1106,1160,265,1214,209,209,3173,3173,1016,1436,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,182,182,24,24,2048,2048,940,958,1385,1638,506,506,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5082,5899,301,484,110,110,1517,2790,2277,2277,583,583,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6958,6958,354,763,257,361,3173,3173,333,333,24842,41781,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13815,22066,82,174,3309,6697,1385,1638,5774,6713,8172,8172,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),21081,28511,360,360,8120,8171,2277,2277,8908,10800,16176,16176,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,548,548,6879,11307,209,209,333,333,896,896,1112,1112,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3309,3794,9011,13566,940,958,5774,6713,1481,1481,8334,8334,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5963,5963,531,531,1517,2790,8908,10800,1882,1927,3008,3393,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,269,269,1656,1817,3173,3173,896,896,3738,3738,27481,29818,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6022,8193,2455,2455,1385,1638,1481,1481,137,137,5127,5127,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12385,13279,2604,3658,2277,2277,1882,1927,1016,1436,7858,10545,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,679,679,5228,5655,333,333,3738,3738,506,506,6507,6507,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3108,4155,325,325,5774,6713,137,137,583,583,2146,2146,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5535,5756,1609,2558,8908,10800,1016,1436,24842,40209,3615,4393,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1349,1515,2375,2375,896,896,506,506,8172,8172,6778,6778,48
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2652,2652,452,574,1481,1481,583,583,15033,15033,559,559,48
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,48410,51511,737,737,1882,1927,24842,40209,1112,1112,1147,1147,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),52062,58610,6710,8496,3738,3738,8172,8172,8334,8334,1345,1530,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8676,8676,11171,11764,137,137,15033,15033,3008,3393,2177,2177,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),13678,13678,485,485,1016,1436,1112,1112,25127,27786,554,679,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,18875,20022,1217,1466,506,506,8334,8334,4431,4431,960,1699,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8000,8315,2214,2214,583,583,3008,3393,7858,10545,254,254,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),8586,8586,2764,3293,24842,40209,25127,27786,6507,6507,3672,4106,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2287,2287,4220,6025,8172,8172,4431,4431,2146,2146,6446,6446,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,37722,40809,204,204,15033,15033,7858,10545,3278,4231,635,635,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),48701,48701,1444,1960,1112,1112,6507,6507,6778,6778,811,1047,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,938,938,1940,3554,8334,8334,2146,2146,559,559,2070,2070,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6463,6463,514,826,3008,3393,3278,4231,1147,1147,1127,1170,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8323,8323,965,965,25127,27786,6778,6778,1345,1530,1622,1622,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11812,13041,4179,6311,4431,4431,559,559,2177,2177,268,268,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18251,18251,5350,7227,7858,10545,1147,1147,679,679,11397,17718,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5825,5979,854,923,6507,6507,1345,1530,960,1699,21670,25560,49
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1968,1968,1223,1223,2146,2146,2177,2177,254,254,874,1110,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,20226,24079,143,143,3278,4231,679,679,3418,4060,3035,3444,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19819,19819,1440,2270,6778,6778,960,1699,6446,6446,3989,3989,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1109,1109,3786,4058,559,559,254,254,635,635,4451,7594,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5979,5979,85,85,1147,1147,3418,4060,811,1047,6938,7350,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7049,12644,838,1297,1345,1530,6446,6446,2070,2070,511,511,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2985,3007,1643,1907,2177,2177,635,635,1037,1127,2351,3547,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5590,5590,275,277,679,679,811,1047,1622,1622,4051,4768,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2274,2274,2776,5498,960,1699,2070,2070,268,268,624,978,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4065,4065,3830,8318,254,254,1037,1127,11397,17129,1858,1858,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9164,14612,260,260,3418,4060,1622,1622,16368,24689,10246,15749,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),15651,24649,745,806,6446,6446,268,268,1110,1110,21401,25520,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2135,2400,1437,1861,635,635,11397,17129,2612,3201,452,452,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4130,5311,2061,3782,811,1047,16368,24689,3989,3989,2304,2627,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9635,9635,265,1214,2070,2070,1110,1110,4246,6693,4688,4688,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,203,203,2048,2048,1037,1127,2612,3201,6553,7083,153,153,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2560,2737,110,110,1622,1622,3989,3989,511,511,4346,5683,49
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1210,1210,257,361,268,268,4246,6693,2351,3503,7021,9816,49
